text,labels
"Swollen ankles, feet and legs. Swelling in the ankles, feet or legs often goes away on its own. See a GP if it does not get better in a few days.",56.25
"Corticobasal degeneration. Corticobasal degeneration (CBD) is a rare condition that can cause gradually worsening problems with movement, speech, memory and swallowing.It's often also called corticobasal syndrome (CBS). CBD is caused by increasing numbers of brain cells becoming damaged or dying over time.Most cases of CBD develop in adults aged between 50 and 70.",20.5
"Lipoma. Lipomas are soft, fatty lumps that grow under your skin. They're harmless and do not usually need any treatment.",75.27272727
"Gangrene. Gangrene is a serious condition where a loss of blood supply causes body tissue to die. It can affect any part of the body but typically starts in the toes, feet, fingers and hands.Gangrene can occur as a result of an injury, infection or a long-term condition that affects blood circulation.Symptoms of gangrene include:redness and swelling in the affected area either a loss of sensation or severe pain in the affected area sores or blisters in the affected area that bleed or produce a foul-smelling pus You should see your GP immediately if you're worried you may have gangrene.Read more about the symptoms of gangrene and diagnosing gangrene.",27.18181818
"Motor neurone disease. Motor neurone disease (MND) is an uncommon condition that affects the brain and nerves. It causes weakness that gets worse over time.There's no cure for MND, but there are treatments to help reduce the impact it has on a person's daily life. Some people live with the condition for many years.MND can significantly shorten life expectancy and, unfortunately, eventually leads to death.",9.7
Headaches 3. Most headaches will go away on their own and are not a sign of something more serious.,72.90909091
"Ear infections. Ear infections are very common, particularly in children. You do not always need to see a GP for an ear infection as they often get better on their own within 3 days.",58.6
Hyperhidrosis. Excessive sweating is common and can affect the whole body or just certain areas. Sometimes it gets better with age but there are things you can do and treatments that can help.,75.44444444
"Tick-borne encephalitis. Tick-borne encephalitis (TBE) is an infection spread by tick bites. Ticks that spread it are found in parts of Europe and Asia, and some parts of the UK.",35.77777778
"Congenital hip dislocation. Developmental dysplasia of the hip (DDH) is a condition where the ""ball and socket"" joint of the hip does not properly form in babies and young children.It's sometimes called congenital hip dislocation or hip dysplasia.The hip joint attaches the thigh bone (femur) to the pelvis. The top of the femur (femoral head) is rounded, like a ball, and sits inside the cup-shaped hip socket.In DDH, the socket of the hip is too shallow and the femoral head is not held tightly in place, so the hip joint is loose. In severe cases, the femur can come out of the socket (dislocate). DDH may affect 1 or both hips, but it's more common in the left hip. It's also more common in girls and firstborn children. About 1 or 2 in every 1,000 babies have DDH that needs to be treated.Without treatment, DDH may lead to problems later in life, including:developing a limphip pain – especially during the teenage years painful and stiff joints (osteoarthritis)With early diagnosis and treatment, most children are able to develop normally and have a full range of movement in their hip.",53.375
"Broken ankle. Get medical advice as soon as possible if you think you have broken your ankle. It may need treatment to heal properly.Do not worry if you do not know if your ankle is broken, dislocated or sprained. Get it checked by a doctor.",48.90909091
